Evidence_ID,Title,Year,DOI,PMID,Country,Population,Study_Design,Domain,Pass1,Pass2,Pass3,Priority,Manuscript_Layer,Section,Citation_Fitness,Contradictory,Replace_Existing,Full_Text_Required,Integrity,Freeze_Change,Why_Useful,Source_URL
EV-1390,Musculoskeletal injuries in an Army airborne population.,2002,,12502180,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/12502180/
EV-1392,"Body fat standards and individual physical readiness in a randomized Army sample: screening weights, methods of fat assessment, and linkage to physical fitness.",2002,,12502174,,,Journal Article; Multicenter Study,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/12502174/
EV-1400,Correlates of physical fitness improvement among a Navy remedial exercise sample.,2001,,11413730,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/11413730/
EV-1408,Hospitalization due to injuries in the military. Evaluation of current data and recommendations on their use for injury prevention.,2000,10.1016/s0749-3797(99)00171-3,10736540,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/10736540/
EV-1415,Longitudinal trends and gender differences in physical fitness and lifestyle factors in career U.S. Navy personnel (1983-1994).,1998,,9640037,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/9640037/
EV-1417,Back pain in Australian military helicopter pilots: a preliminary study.,1998,,9591616,,,"Journal Article; Research Support, Non-U.S. Gov't",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/9591616/
EV-1426,At work and play in a hazardous environment: injuries aboard a deployed U.S. Navy aircraft carrier.,1997,,9006883,,,"Journal Article; Research Support, U.S. Gov't, P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/9006883/
EV-1428,The effect of command emphasis and monthly physical training on Army physical fitness scores in a National Guard Unit.,1993,,8502390,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/8502390/
EV-1429,A multifocal comparison of health status and physical readiness test results of Navy personnel.,1993,,8479631,,,Comparative Study; Journal Article,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/8479631/
EV-1438,[Physical readiness for military service based on health status indicators].,1984,,6528505,,,Journal Article,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/6528505/
EV-1440,Physical fitness in a submarine community as determined by the U.S. Navy Health and Physical Readiness Test.,1987,,3593147,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/3593147/
EV-1457,Characterization of the Physical Fitness of Police Officers: A Systematic Review,2019,10.1519/jsc.0000000000003177,31045682,International,Police officers,Systematic review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Yes,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/31045682/
EV-1458,The impact of body armor on physical performance of law enforcement personnel: a systematic review,2017,10.1186/s40557-017-0169-9,28515947,International,Law-enforcement personnel,Systematic review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Yes,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pmc.ncbi.nlm.nih.gov/articles/PMC5434519/
EV-1460,Sleep Quality among Police Officers: Implications and Insights from a Systematic Review and Meta-Analysis,2019,,30862044,International,Police officers,Systematic review and meta-analysis,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://pmc.ncbi.nlm.nih.gov/articles/PMC6427768/
EV-1461,Association Between Work Stress and Sleep Disorders in Law Enforcement: A Systematic Review and Meta-Analysis,2026,,42165076,International,Law-enforcement personnel,Systematic review and meta-analysis,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/42165076/
EV-1462,Acute caffeine supplementation as a nutrition-based strategy to mitigate sleep-loss-related cognitive and operational performance impairments in military personnel: a systematic review and meta-analysis,2026,10.3389/fnut.2026.1893033,,International,Military personnel,Systematic review and meta-analysis,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Yes,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://doi.org/10.3389/fnut.2026.1893033
EV-1463,Cardiovascular risk factors across job roles and work shifts in a Brazilian Military Police cohort: a cross-sectional study,2025,10.3389/fpubh.2025.1716547,,Brazil,PMDF active-duty male officers >40 years,Cross-sectional study,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://pmc.ncbi.nlm.nih.gov/articles/PMC12755106/
EV-1464,"Occupational Stress and Sleep of Military Police Officers From Rio de Janeiro, Brazil",2025,10.1002/ajhb.24184,39630574,Brazil,Military police officers; elite and non-elite groups,Cross-sectional comparative study,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39630574/
EV-1465,Atividade física e qualidade de sono em policiais militares,2018,10.1016/j.rbce.2018.01.011,,Brazil,Military police officers in Santa Catarina,Cross-sectional study,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://doi.org/10.1016/j.rbce.2018.01.011
EV-1466,Leisure-time physical activity as a discriminator of the absence of musculoskeletal pain in military police officers,2026,10.63231/2595-0118.e202684-en,,Brazil,Military police officers from Bahia,Cross-sectional ROC analysis,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://doi.org/10.63231/2595-0118.e202684-en
EV-1467,Skeletal Muscle Discomfort and Lifestyle of Brazilian Military Police Officers of Administrative and Tactical Force,2023,10.3390/jfmk8040148,37987484,Brazil,PMES administrative and tactical-force officers,Cross-sectional comparative study,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Yes,NO,Potential direct support for an active manuscript domain,https://pmc.ncbi.nlm.nih.gov/articles/PMC10660728/
