evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-1042,29261592,RJ99V34E,10.1097/ta.0000000000001772,Whole blood and Hextend: Bookends of modern tactical combat casualty care field resuscitation and starting point for multifunctional resuscitation fluid development.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000001772,"Comparative Study | Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1041,29267184,P7AR9W7D,10.1097/ta.0000000000001715,Measuring US Army medical evacuation: Metrics for performance improvement.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000001715,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1032,29485427,Z9YUR7L3,10.1097/ta.0000000000001862,How hemorrhage control became common sense.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000001862,Historical Article | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1030,29547925,6DZ4V3VV,10.1093/milmed/usx016,The Platinum 5 min in TCCC: Analysis of Junctional and Extremity Hemorrhage Scenarios with a Mathematical Model.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usx016,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1029,29547968,42ZIUBJ4,10.1093/milmed/usx236,Biological Response to Stress During Battlefield Trauma Training: Live Tissue Versus High-Fidelity Patient Simulator.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usx236,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1013,30064710,7CYJJARU,10.1016/j.jemermed.2018.05.032,A Novel Expeditionary Perfused Cadaver Model for Trauma Training in the Out-of-Hospital Setting.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jemermed.2018.05.032,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1005,30295843,2XC8RSXB,10.1093/milmed/usy252,Prehospital Resuscitation Performed on Hypotensive Trauma Patients in Afghanistan: The Prehospital Trauma Registry Experience.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy252,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0993,30566723,CAITUN36,10.55460/yjb8-zc0y,Advanced Resuscitative Care in Tactical Combat Casualty Care: TCCC Guidelines Change 18-01:14 October 2018.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/yjb8-zc0y,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0982,30859533,7KLLNJFJ,10.55460/adsk-02hq,Low-Resource Tactical Combat Casualty Care Training for Peshmerga Units in Remote Areas of Kurdistan.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/adsk-02hq,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0977,30901391,S7BEU9JC,10.1093/milmed/usy311,Prehospital Interventions Performed in Afghanistan Between November 2009 and March 2014.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy311,Journal Article | Observational Study,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0976,30901449,NAMRAAPQ,10.1093/milmed/usy337,Pilot Study of a Novel Swine Model for Controlling Junctional Hemorrhage Using the iTClamp in Conjunction With Hemostatic Agents.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy337,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0971,30915938,8IQ8KAAY,10.1017/s1049023x19000037,External Soft-Tissue Hemostatic Clamp Compared to a Compression Tourniquet as Primary Hemorrhage Control Device in Pilot Flow Model Study.,FULL_TEXT_QUEUE,P1,15,2,9,3,1,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x19000037,Journal Article | Randomized Controlled Trial,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0962,31036745,FLHDCAYX,10.1136/jramc-2019-001193,Recommended medical and non-medical factors to assess military preventable deaths: subject matter experts provide valuable insights.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1136/jramc-2019-001193,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0954,31201768,HS4NTALW,10.55460/4qm4-j8mg,Improvised Inguinal Junctional Tourniquets: Recommendations From the Special Operations Combat Medical Skills Sustainment Course.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/4qm4-j8mg,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0952,31206419,K2IKIRKM,10.1097/ta.0000000000002281,Valproic acid improves survival and decreases resuscitation requirements in a swine model of prolonged damage control resuscitation.,FULL_TEXT_QUEUE,P1,15,4,9,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC6660397/,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0949,31246925,2A36I69J,10.1097/ta.0000000000002323,Conducting fresh whole blood transfusion training.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000002323,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0926,31629577,L7TDFL7J,10.1016/j.jemermed.2019.08.027,An Analysis of Adherence to Tactical Combat Casualty Care Guidelines for the Administration of Tranexamic Acid.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jemermed.2019.08.027,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0914,31910478,QRQC729G,10.55460/q12y-6y8i,Prehospital Whole Blood in SOF: Current Use and Future Directions.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/q12y-6y8i,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0912,31910485,RUBMZPWL,10.55460/u2b3-1t1d,Applying Swiss Armed Forces Training Didactics and Methodology for Tactical Combat Casualty Care Training.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/u2b3-1t1d,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0904,32074304,9H2D984V,10.1093/milmed/usz303,"Tactical Combat Casualty Care Training, Knowledge, and Utilization in the US Army.",FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz303,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0902,32074367,LX8LNLPQ,10.1093/milmed/usz285,Pediatric Prehospital Wound Prophylaxis in Iraq and Afghanistan.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz285,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0901,32074373,ANUA9HCL,10.1093/milmed/usz226,Prehospital Battlefield Casualty Intervention Decision Cognitive Study.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz226,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0895,32201735,4QCHF7DI,10.1136/tsaco-2019-000393,Hyper-realistic and immersive surgical simulation training environment will improve team performance.,FULL_TEXT_QUEUE,P1,15,4,9,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC7066601/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0894,32203608,QA8P8KYK,10.55460/fuho-cu87,An Inventory of the Combat Medics' Aid Bag.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/fuho-cu87,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0886,32314785,MTP4JWU2,10.1093/milmed/usz491,Implementation and Evaluation of Tactical Combat Casualty Care for Army Aviators.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz491,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0884,32366761,BR9QTVXA,10.1097/ta.0000000000002724,Comparison of 10- versus 14-gauge angiocatheter for treatment of tension pneumothorax and tension-induced pulseless electrical activity with hemorrhagic shock: Bigger is still better.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000002724,"Comparative Study | Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0876,32573744,J29MEFVL,10.55460/t63h-3oxx,Quality Assurance in Tactical Combat Casualty Care for Medical Personnel Training 16 April 2020.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/t63h-3oxx,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0865,32754740,TFI96IIM,10.1093/milmed/usaa197,An analysis of radial pulse strength to recorded blood pressure in the Department of Defense Trauma Registry.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa197,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0855,32969009,X7D4MJ8S,10.55460/ergu-pez2,Ketamine Administration by Special Operations Medical Personnel During Training Mishaps.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/ergu-pez2,Journal Article | Observational Study,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0854,32990941,S9X6UGRD,10.55460/28bo-67ak,Development of a New Vented Chest Seal Dressing for Treatment of Open Pneumothorax.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/28bo-67ak,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0852,33007065,HQPKK3ZZ,10.1093/milmed/usaa291,An Assessment of Pre-deployment Training for Army Nurses and Medics.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa291,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0819,33499479,LFC3WE3H,10.1093/milmed/usaa275,Decision Support for Tactical Combat Casualty Care Using Machine Learning to Detect Shock.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa275,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0801,33721322,DXF4HRZ8,10.55460/j774-n297,Tactical Medicine Training for SEAL Mission Commanders.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/j774-n297,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0797,33797479,977AH3M5,10.1097/ta.0000000000003216,"A comparison of efficacy, efficiency, and durability in novel tourniquet designs.",FULL_TEXT_QUEUE,P1,15,2,9,3,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000003216,"Comparative Study | Journal Article | Randomized Controlled Trial | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
